loss,grad_norm,learning_rate,rewards/chosen,rewards/rejected,rewards/accuracies,rewards/margins,logps/chosen,logps/rejected,logits/chosen,logits/rejected,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.3331812620162964,,0.0,3.3594679832458496,2.553248405456543,0.375,0.8062193393707275,-496.0245361328125,-416.0406799316406,-1.2018146514892578,-1.381218671798706,0.008130081300813009,1,,,,,
0.5940695405006409,,0.0,4.096688270568848,2.620161294937134,0.625,1.4765269756317139,-429.2303466796875,-386.02392578125,-1.3005114793777466,-1.3672689199447632,0.016260162601626018,2,,,,,
1.3539365530014038,,0.0,2.042750358581543,2.3422772884368896,0.375,-0.29952678084373474,-403.07958984375,-365.2105712890625,-1.390810251235962,-1.2014635801315308,0.024390243902439025,3,,,,,
0.9706465005874634,14.837575912475586,0.0,2.559319257736206,2.339279890060425,0.5,0.22003944218158722,-416.65106201171875,-410.8464050292969,-1.35336434841156,-1.35105562210083,0.032520325203252036,4,,,,,
1.5034641027450562,15.633301734924316,2.0000000000000003e-06,2.845898151397705,3.1830081939697266,0.375,-0.3371100425720215,-361.96710205078125,-344.51470947265625,-1.2594811916351318,-1.277254343032837,0.04065040650406504,5,,,,,
1.5282845497131348,17.496313095092773,4.000000000000001e-06,3.5950257778167725,3.554431676864624,0.25,0.040594086050987244,-360.8317565917969,-361.54742431640625,-1.3303954601287842,-1.252684473991394,0.04878048780487805,6,,,,,
2.56772780418396,,6e-06,2.74349308013916,4.716763496398926,0.25,-1.9732704162597656,-354.5165710449219,-322.4149475097656,-1.2468760013580322,-1.307955026626587,0.056910569105691054,7,,,,,
1.0922625064849854,19.669227600097656,6e-06,1.8316510915756226,2.2913448810577393,0.5,-0.45969367027282715,-393.555419921875,-439.7951354980469,-1.3065264225006104,-1.299582839012146,0.06504065040650407,8,,,,,
1.431031346321106,17.798311233520508,8.000000000000001e-06,2.5255284309387207,3.4266810417175293,0.25,-0.9011522531509399,-404.2854919433594,-400.8778076171875,-1.3560810089111328,-1.402190923690796,0.07317073170731707,9,,,,,
0.6203430891036987,14.21393871307373,1e-05,3.1963586807250977,2.6266891956329346,0.625,0.5696694850921631,-390.5476989746094,-348.84326171875,-1.265910267829895,-1.3129825592041016,0.08130081300813008,10,,,,,
